property_id,cutoff_date,group_id,facet,importance,daysSince,stalenessScore,mentionRate,matchedReviewRate,meanCosMatchedReviews,validatedConflictScore,validatedConflictCount,preCutoffReviewCount,listingTextPresent,listingText,reliabilityClass,future_conflict_max,future_support_rate,future_first_mention_days,future_freshness_relief,recent_review_text,recent_review_date,draft_review,draft_sentiment,overall_rating,heuristicScore,split,z_future_conflict_max,z_future_support_rate,z_future_freshness_relief,utility,reliability_high,reliability_medium,learned_linear_score,learned_tree_score
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-03-31,check_in,1.0743974283032596,-0.4459679754476529,-0.5736836031582014,-1.0950365267391993,-1.0950365267391993,1.8776464607541712,-1.0368902117529226,-0.9175418212594598,-1.9138796681618198,True,check_in_start_time: noon | check_in_end_time: 11:00 PM | check_in_instructions: guests planning to arrive outside of normal check-in hours must contact the property in advance for check-in instructions and key retrieval information; front desk staffed during limited hours; if you are planning to arrive after 6 pm please contact the property in advance using the information on the booking confirmation; information provided by the property may be translated using automated translation tools; the front desk is open daily from 7 am - 6:00 pm; to make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation,medium,0.0,0.0,180,0.0,dame à l'accueil très sympa,2023-03-29,dame à l'accueil très sympa,positive,5.0,0.464848,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-2.5301166994423556,-2.4410729173444
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-03-31,check_out,-0.010374848108234634,-0.4459679754476529,-0.5736836031582014,-1.2886884835142034,-1.2886884835142034,-1.2844535439216054,-1.0368902117529226,-0.9175418212594598,-1.9138796681618198,True,check_out_time: 11:00 AM | check_out_policy: Check-out before 11:00 AM; Late check-out subject to availability,medium,0.0,0.0,180,0.0,dame à l'accueil très sympa,2023-03-29,dame à l'accueil très sympa,positive,5.0,0.453365,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-2.5175817327938597,-1.7073799164400225
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-03-31,amenities_breakfast,0.58131912084349,-0.4459679754476529,-0.5736836031582014,0.2605271706858291,0.2605271706858291,-1.5045541736115866,-1.0368902117529226,-0.9175418212594598,-1.9138796681618198,True,"property_description: hotel in bochum with free parking. along with a restaurant, this smoke-free hotel has dry cleaning and free newspapers. free wifi in public areas and free self parking are also provided. other amenities include a garden. . hotel |MASK| |MASK| offers 18 accommodations with complimentary bottled water and slippers. flat-screen televisions come with cable channels. bathrooms include showers, complimentary toiletries, and hair dryers. <p>guests can surf the web using the complimentary wireless internet access. business-friendly amenities include desks and phones. housekeeping is provided daily. </p>. the recreational activities listed below are available either on site or nearby; fees may apply. | popular_amenities_list: breakfast_available; free_parking; housekeeping; internet; laundry; no_smoking; outdoor_space; restaurant | property_amenity_food_and_drink: 1 restaurant; cooked-to-order breakfast available for a fee weekdays 6:30 am–10:00 am: eur 4.5-14 for adults and eur 4.5-14 for children",high,0.0,0.0,180,0.0,dame à l'accueil très sympa,2023-03-29,dame à l'accueil très sympa,positive,5.0,0.454537,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,0.307482445914323,-0.30748244591432294,-0.2847608847973445,-1.6874443071248781
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-04-30,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-04-30,check_in,1.0743974283032596,-0.2296825292290823,-0.23359401488936202,-1.0997597451971262,-1.0997597451971262,1.8776464607541712,-1.0368902117529226,-0.9175418212594598,-1.9063610990188116,True,check_in_start_time: noon | check_in_end_time: 11:00 PM | check_in_instructions: guests planning to arrive outside of normal check-in hours must contact the property in advance for check-in instructions and key retrieval information; front desk staffed during limited hours; if you are planning to arrive after 6 pm please contact the property in advance using the information on the booking confirmation; information provided by the property may be translated using automated translation tools; the front desk is open daily from 7 am - 6:00 pm; to make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation,medium,0.0,0.0,180,0.0,sehr in die jahre gekommen. überall teppichboden. unangenehmer geruch durch die gaststätte im erdgeschoß. sehr liebevolle besitzerin,2023-04-14,sehr in die jahre gekommen. überall teppichboden.,negative,2.0,0.485443,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-2.1514968100837812,-2.5567004497049823
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-04-30,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-04-30,check_out,-0.010374848108234634,-0.2296825292290823,-0.23359401488936202,-1.2910500927431667,-1.2910500927431667,-1.2844535439216054,-1.0368902117529226,-0.9175418212594598,-1.9063610990188116,True,check_out_time: 11:00 AM | check_out_policy: Check-out before 11:00 AM; Late check-out subject to availability,medium,0.0,0.0,180,0.0,sehr in die jahre gekommen. überall teppichboden. unangenehmer geruch durch die gaststätte im erdgeschoß. sehr liebevolle besitzerin,2023-04-14,sehr in die jahre gekommen. überall teppichboden.,negative,2.0,0.473938,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-2.136757105150697,-1.5341990121717155
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-04-30,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-04-30,amenities_breakfast,0.58131912084349,-0.2296825292290823,-0.23359401488936202,0.23927268762515802,0.23927268762515802,-1.5045541736115866,-1.0368902117529226,-0.9175418212594598,-1.9063610990188116,True,"property_description: hotel in bochum with free parking. along with a restaurant, this smoke-free hotel has dry cleaning and free newspapers. free wifi in public areas and free self parking are also provided. other amenities include a garden. . hotel |MASK| |MASK| offers 18 accommodations with complimentary bottled water and slippers. flat-screen televisions come with cable channels. bathrooms include showers, complimentary toiletries, and hair dryers. <p>guests can surf the web using the complimentary wireless internet access. business-friendly amenities include desks and phones. housekeeping is provided daily. </p>. the recreational activities listed below are available either on site or nearby; fees may apply. | popular_amenities_list: breakfast_available; free_parking; housekeeping; internet; laundry; no_smoking; outdoor_space; restaurant | property_amenity_food_and_drink: 1 restaurant; cooked-to-order breakfast available for a fee weekdays 6:30 am–10:00 am: eur 4.5-14 for adults and eur 4.5-14 for children",high,0.0,0.0,180,0.0,sehr in die jahre gekommen. überall teppichboden. unangenehmer geruch durch die gaststätte im erdgeschoß. sehr liebevolle besitzerin,2023-04-14,sehr in die jahre gekommen. überall teppichboden.,negative,2.0,0.47529,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,0.307482445914323,-0.30748244591432294,0.07842583656911051,-1.7071941446088863
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-05-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-05-31,check_in,1.0743974283032596,-0.006187568136559356,0.11766639927151956,-1.104369151162091,-1.104369151162091,1.8776464607541712,-1.0368902117529226,-0.9175418212594598,-1.8988425298758036,True,check_in_start_time: noon | check_in_end_time: 11:00 PM | check_in_instructions: guests planning to arrive outside of normal check-in hours must contact the property in advance for check-in instructions and key retrieval information; front desk staffed during limited hours; if you are planning to arrive after 6 pm please contact the property in advance using the information on the booking confirmation; information provided by the property may be translated using automated translation tools; the front desk is open daily from 7 am - 6:00 pm; to make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation,medium,0.0,0.0,180,0.0,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje . alles netjes wie wenst kan gezellig ontbijten helaas hadden wij daar geen tijd voor . wij komen zeker terug",2023-05-09,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje .",neutral,4.0,0.506712,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-1.7602160901872397,-2.466523434825785
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-05-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-05-31,check_out,-0.010374848108234634,-0.006187568136559356,0.11766639927151956,-1.2933547957256493,-1.2933547957256493,-1.2844535439216054,-1.0368902117529226,-0.9175418212594598,-1.8988425298758036,True,check_out_time: 11:00 AM | check_out_policy: Check-out before 11:00 AM; Late check-out subject to availability,medium,0.0,0.0,180,0.0,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje . alles netjes wie wenst kan gezellig ontbijten helaas hadden wij daar geen tijd voor . wij komen zeker terug",2023-05-09,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje .",neutral,4.0,0.495185,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-1.7433247731932917,-1.4704434387935057
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-05-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-05-31,amenities_breakfast,0.58131912084349,-0.006187568136559356,0.11766639927151956,0.2185303607828163,0.2185303607828163,-1.5045541736115866,-1.0368902117529226,-0.9175418212594598,-1.8988425298758036,True,"property_description: hotel in bochum with free parking. along with a restaurant, this smoke-free hotel has dry cleaning and free newspapers. free wifi in public areas and free self parking are also provided. other amenities include a garden. . hotel |MASK| |MASK| offers 18 accommodations with complimentary bottled water and slippers. flat-screen televisions come with cable channels. bathrooms include showers, complimentary toiletries, and hair dryers. <p>guests can surf the web using the complimentary wireless internet access. business-friendly amenities include desks and phones. housekeeping is provided daily. </p>. the recreational activities listed below are available either on site or nearby; fees may apply. | popular_amenities_list: breakfast_available; free_parking; housekeeping; internet; laundry; no_smoking; outdoor_space; restaurant | property_amenity_food_and_drink: 1 restaurant; cooked-to-order breakfast available for a fee weekdays 6:30 am–10:00 am: eur 4.5-14 for adults and eur 4.5-14 for children",high,0.0,0.0,180,0.0,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje . alles netjes wie wenst kan gezellig ontbijten helaas hadden wij daar geen tijd voor . wij komen zeker terug",2023-05-09,"vriendelijke dame bij ontvangst, hondjes waren ook zeer welkom. mevrouw heeft zelf ook hondje .",neutral,4.0,0.496713,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,0.307482445914323,-0.30748244591432294,0.4546452720396075,-1.335594543938047
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-07-31,9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f|2023-07-31,check_in,1.0743974283032596,0.4335928391745342,0.8090164017012407,-1.1258447925897679,-1.1258447925897679,1.8776464607541712,-1.0368902117529226,-0.9175418212594598,-1.861249684160763,True,check_in_start_time: noon | check_in_end_time: 11:00 PM | check_in_instructions: guests planning to arrive outside of normal check-in hours must contact the property in advance for check-in instructions and key retrieval information; front desk staffed during limited hours; if you are planning to arrive after 6 pm please contact the property in advance using the information on the booking confirmation; information provided by the property may be translated using automated translation tools; the front desk is open daily from 7 am - 6:00 pm; to make arrangements for check-in please contact the property at least 24 hours before arrival using the information on the booking confirmation,medium,0.0,0.0,180,0.0,"günstig gelegenes schönes |MASK|, trotz restaurant unten sehr ruhig. sauberes sehr gepflegtes zimmer, sehr freundliche zuvorkommende besitzerin. es fehlte uns an nichts. nur zu empfehlen!",2023-07-30,"günstig gelegenes schönes |MASK|, trotz restaurant unten sehr ruhig. sauberes sehr gepflegtes zimmer, sehr freundliche zuvorkommende besitzerin.",positive,5.0,0.548693,train,-0.3378440650425384,-1.2150428304988852,-0.5394288259977146,-2.0923157215391384,-3.2522181779399544,3.2522181779399544,-1.0016518926265376,-2.2433779560253697
